ticker,feature,correlation,abs_correlation,p_value,mutual_info,n_samples
AMD,tweet_embedding_pca_12,-0.5194775100306777,0.5194775100306777,2.8953041728605975e-18,2.0356988662738322,244
AMD,tweet_embedding_261,-0.5189031773523994,0.5189031773523994,3.199376989465618e-18,2.0652036184997575,244
AMD,tweet_embedding_373,0.5155721605287668,0.5155721605287668,5.688531293492387e-18,2.0101740350641624,244
AMD,tweet_embedding_93,-0.5091564604986691,0.5091564604986691,1.6933438894738934e-17,2.0965726186129516,244
AMD,tweet_embedding_122,-0.5071415989369223,0.5071415989369223,2.3739921074371324e-17,2.1177169136234624,244
AMD,tweet_embedding_132,0.5050960626183459,0.5050960626183459,3.3377918738452313e-17,2.0543155294792976,244
AMD,tweet_embedding_343,0.5037384289807293,0.5037384289807293,4.1795381293139526e-17,2.123637546516205,244
AMD,tweet_embedding_264,0.49168549494966113,0.49168549494966113,2.947565034640472e-16,2.0536068459320576,244
AMD,tweet_embedding_pca_49,-0.4905627820603473,0.4905627820603473,3.522057569006618e-16,1.9997172565274592,244
AMD,tweet_embedding_162,0.48941184779648067,0.48941184779648067,4.224542513639969e-16,1.9826473859600349,244
AMD,tweet_embedding_pca_48,0.4888214165309942,0.4888214165309942,4.63642450638258e-16,2.1100060290493228,244
AMD,tweet_embedding_249,-0.48812880907086087,0.48812880907086087,5.169868828568676e-16,2.1156234807531415,244
AMD,tweet_embedding_pca_21,0.48607045828734785,0.48607045828734785,7.135254945230838e-16,2.0782037521650834,244
AMD,tweet_embedding_153,-0.4780243651080588,0.4780243651080588,2.4630224971122815e-15,1.9450728740298444,244
AMD,tweet_embedding_27,0.4771329406976374,0.4771329406976374,2.8197825542247917e-15,2.0876671819269457,244
AMD,tweet_embedding_pca_39,0.4744867038482238,0.4744867038482238,4.2034630473971914e-15,2.082068661192504,244
AMD,tweet_embedding_68,-0.47111204291338615,0.47111204291338615,6.9593501319229815e-15,2.1632056295656388,244
AMD,tweet_embedding_241,-0.47012843272654775,0.47012843272654775,8.052618562163997e-15,2.0822453033179933,244
AMD,tweet_embedding_354,0.46578431340248005,0.46578431340248005,1.525408410644315e-14,2.035907432287396,244
AMD,tweet_embedding_360,0.46501495543359733,0.46501495543359733,1.706533995597989e-14,2.088290328179511,244
AMD,tweet_embedding_129,-0.46215407541758335,0.46215407541758335,2.5837210205752958e-14,1.9938299762914666,244
AMD,tweet_embedding_91,-0.4617945208421035,0.4617945208421035,2.7212330024030166e-14,1.9933904584682254,244
AMD,tweet_embedding_189,-0.45870751284296696,0.45870751284296696,4.236745211122432e-14,2.0248484547212895,244
AMD,tweet_embedding_217,-0.4580842688830534,0.4580842688830534,4.63036431495565e-14,2.0654106929410254,244
AMD,tweet_embedding_220,0.4539271670255136,0.4539271670255136,8.336212688515868e-14,2.0019552669089125,244
AMD,tweet_embedding_347,0.4530329913040893,0.4530329913040893,9.45024187883849e-14,2.040242922512399,244
AMD,tweet_embedding_245,-0.45171922496682226,0.45171922496682226,1.1355100612323626e-13,2.073448502286529,244
AMD,tweet_embedding_364,0.4431850322167017,0.4431850322167017,3.6726515544046023e-13,2.0307476777300755,244
AMD,tweet_embedding_10,-0.44118856875891166,0.44118856875891166,4.810591264567744e-13,2.0442688839506116,244
AMD,tweet_embedding_53,-0.43996627096260377,0.43996627096260377,5.670041861328326e-13,2.0344745264709667,244
AMD,tweet_embedding_11,0.4392999206080217,0.4392999206080217,6.199890211532102e-13,2.11464145741014,244
AMD,tweet_embedding_138,0.4382443899816526,0.4382443899816526,7.139509706574604e-13,1.9791340767189207,244
AMD,tweet_embedding_151,-0.43808229973649593,0.43808229973649593,7.295593589857235e-13,2.0911401457681102,244
AMD,tweet_embedding_186,-0.43616706940786676,0.43616706940786676,9.411542626598982e-13,2.0233492545848564,244
